id,title,description,availability,condition,price,link,image_link,brand
124,Duvy class vision color tinte rubio claro natural ceniza  #8.01 x 60ml,duvy class vision color tinte rubio claro natural ceniza  #8.01 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-124-duvy-class-vision-color-tinte-rubio-claro-natural-ceniza-801-x-60ml,https://casandra-static.s3.amazonaws.com/products/124/10234.jpg,DUVY CLASS
125,Duvy class vision color tinte rubio oscuro natu ceniza #6.01 x 60ml,duvy class vision color tinte rubio oscuro natu ceniza #6.01 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-125-duvy-class-vision-color-tinte-rubio-oscuro-natu-ceniza-601-x-60ml,https://casandra-static.s3.amazonaws.com/products/125/10235.jpg,DUVY CLASS
126,Duvy class vision color tinte rubio muy claro natu superint #9.02 x 60ml,duvy class vision color tinte rubio muy claro natu superint #9.02 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-126-duvy-class-vision-color-tinte-rubio-muy-claro-natu-superint-902-x-60ml,https://casandra-static.s3.amazonaws.com/products/126/10236.jpg,DUVY CLASS
127,Duvy class vision color tinte rubio claro nat superint #8.02 x 60ml,duvy class vision color tinte rubio claro nat superint #8.02 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-127-duvy-class-vision-color-tinte-rubio-claro-nat-superint-802-x-60ml,https://casandra-static.s3.amazonaws.com/products/127/10237.jpg,DUVY CLASS
128,Duvy class vision color tinte rubio medio nat superint #7.02 x 60gr,duvy class vision color tinte rubio medio nat superint #7.02 x 60gr,in stock,new,14100,https://almacensandra.com.co/product/p-128-duvy-class-vision-color-tinte-rubio-medio-nat-superint-702-x-60gr,https://casandra-static.s3.amazonaws.com/products/128/10238.jpg,DUVY CLASS
129,Duvy class vision color intensificador rojo #0.66 x 60ml,duvy class vision color intensificador rojo #0.66 x 60ml,in stock,new,13800,https://almacensandra.com.co/product/p-129-duvy-class-vision-color-intensificador-rojo-066-x-60ml,https://casandra-static.s3.amazonaws.com/products/129/10242.jpg,DUVY CLASS
130,Duvy class vision color intensificador violeta 0.77 ml,duvy class vision color intensificador violeta 0.77 ml,in stock,new,13800,https://almacensandra.com.co/product/p-130-duvy-class-vision-color-intensificador-violeta-077-ml,https://casandra-static.s3.amazonaws.com/products/130/10243.jpg,DUVY CLASS
131,Duvy class vision color tinte rubio extraclaro ceniza  #10.1 x 60ml,duvy class vision color tinte rubio extraclaro ceniza  #10.1 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-131-duvy-class-vision-color-tinte-rubio-extraclaro-ceniza-101-x-60ml,https://casandra-static.s3.amazonaws.com/products/131/10244.jpg,DUVY CLASS
132,Duvy class vision color tinte rubio muy claro ceniza #9.1 x 60ml,duvy class vision color tinte rubio muy claro ceniza #9.1 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-132-duvy-class-vision-color-tinte-rubio-muy-claro-ceniza-91-x-60ml,https://casandra-static.s3.amazonaws.com/products/132/10245.jpg,DUVY CLASS
133,Duvy class vision color tinte rubio claro ceniza #8.1x 60ml,duvy class vision color tinte rubio claro ceniza #8.1x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-133-duvy-class-vision-color-tinte-rubio-claro-ceniza-81x-60ml,https://casandra-static.s3.amazonaws.com/products/133/10246.jpg,DUVY CLASS
134,Duvy class vision color tinte rubio  medio ceniza #7.1x 60ml,duvy class vision color tinte rubio  medio ceniza #7.1x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-134-duvy-class-vision-color-tinte-rubio-medio-ceniza-71x-60ml,https://casandra-static.s3.amazonaws.com/products/134/10247.jpg,DUVY CLASS
135,Duvy class  vision color tinte  rubio oscuro ceniza #6.1 x 60ml,duvy class  vision color tinte  rubio oscuro ceniza #6.1 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-135-duvy-class-vision-color-tinte-rubio-oscuro-ceniza-61-x-60ml,https://casandra-static.s3.amazonaws.com/products/135/10248.jpg,DUVY CLASS
136,Duvy class vision color tinte castaño claro ceniza #5.1 x 60ml,duvy class vision color tinte castaño claro ceniza #5.1 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-136-duvy-class-vision-color-tinte-castano-claro-ceniza-51-x-60ml,https://casandra-static.s3.amazonaws.com/products/136/10249.jpg,DUVY CLASS
137,Duvy class vision color tinte rubio claro ceniza prof #8.11 x 60ml,duvy class vision color tinte rubio claro ceniza prof #8.11 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-137-duvy-class-vision-color-tinte-rubio-claro-ceniza-prof-811-x-60ml,https://casandra-static.s3.amazonaws.com/products/137/10250.jpg,DUVY CLASS
138,Duvy class vision color tinte rubio medio ceniza prof #7.1 1x 60ml,duvy class vision color tinte rubio medio ceniza prof #7.1 1x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-138-duvy-class-vision-color-tinte-rubio-medio-ceniza-prof-71-1x-60ml,https://casandra-static.s3.amazonaws.com/products/138/10251.jpg,DUVY CLASS
139,Duvy class vision color tinte rubio muy claro mate #9.2x 60ml,duvy class vision color tinte rubio muy claro mate #9.2x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-139-duvy-class-vision-color-tinte-rubio-muy-claro-mate-92x-60ml,https://casandra-static.s3.amazonaws.com/products/139/10252.jpg,DUVY CLASS
140,Duvy class vision color tinte rubio claro mate #8.2 x 60ml,duvy class vision color tinte rubio claro mate #8.2 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-140-duvy-class-vision-color-tinte-rubio-claro-mate-82-x-60ml,https://casandra-static.s3.amazonaws.com/products/140/10253.jpg,DUVY CLASS
141,Duvy class vision color tinte rubio medio mate  #7.2 x 60ml,duvy class vision color tinte rubio medio mate  #7.2 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-141-duvy-class-vision-color-tinte-rubio-medio-mate-72-x-60ml,https://casandra-static.s3.amazonaws.com/products/141/10254.jpg,DUVY CLASS
142,Duvy class  vision color tinte rubio  extraclaro mate prof #10.22 x 60ml,duvy class  vision color tinte rubio  extraclaro mate prof #10.22 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-142-duvy-class-vision-color-tinte-rubio-extraclaro-mate-prof-1022-x-60ml,https://casandra-static.s3.amazonaws.com/products/142/10256.jpg,DUVY CLASS
143,Duvy class vision color tinte rubio muy claro dorado  #9.3x 60ml,duvy class vision color tinte rubio muy claro dorado  #9.3x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-143-duvy-class-vision-color-tinte-rubio-muy-claro-dorado-93x-60ml,https://casandra-static.s3.amazonaws.com/products/143/10260.jpg,DUVY CLASS
144,Duvy class vision color tinte rubio claro  dorado #8.3x 60ml,duvy class vision color tinte rubio claro  dorado #8.3x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-144-duvy-class-vision-color-tinte-rubio-claro-dorado-83x-60ml,https://casandra-static.s3.amazonaws.com/products/144/10261.jpg,DUVY CLASS
145,Duvy class vision color tinte rubio medio dorado #7.3x 60ml,duvy class vision color tinte rubio medio dorado #7.3x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-145-duvy-class-vision-color-tinte-rubio-medio-dorado-73x-60ml,https://casandra-static.s3.amazonaws.com/products/145/10262.jpg,DUVY CLASS
146,Duvy class vision color tinte rubio extracl dorado ceniza #10.13 x 60ml,duvy class vision color tinte rubio extracl dorado ceniza #10.13 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-146-duvy-class-vision-color-tinte-rubio-extracl-dorado-ceniza-1013-x-60ml,https://casandra-static.s3.amazonaws.com/products/146/10264.jpg,DUVY CLASS
147,Duvy class vision color tinte rubio claro dorado ceniza  #8.13 x 60ml,duvy class vision color tinte rubio claro dorado ceniza  #8.13 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-147-duvy-class-vision-color-tinte-rubio-claro-dorado-ceniza-813-x-60ml,https://casandra-static.s3.amazonaws.com/products/147/10265.jpg,DUVY CLASS
148,Duvy class vision color tinte chocolate claro  #8.34 x 60ml,duvy class vision color tinte chocolate claro  #8.34 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-148-duvy-class-vision-color-tinte-chocolate-claro-834-x-60ml,https://casandra-static.s3.amazonaws.com/products/148/10266.jpg,DUVY CLASS
149,Duvy class vision color tinte chocolate medio  #7.34 x 60ml,duvy class vision color tinte chocolate medio  #7.34 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-149-duvy-class-vision-color-tinte-chocolate-medio-734-x-60ml,https://casandra-static.s3.amazonaws.com/products/149/10267.jpg,DUVY CLASS
150,Duvy class vision color tinte chocolate #6.34 x 60ml,duvy class vision color tinte chocolate #6.34 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-150-duvy-class-vision-color-tinte-chocolate-634-x-60ml,https://casandra-static.s3.amazonaws.com/products/150/10268.jpg,DUVY CLASS
151,Duvy class  vision color tinte chocolate oscuro #5.34 x 60ml,duvy class  vision color tinte chocolate oscuro #5.34 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-151-duvy-class-vision-color-tinte-chocolate-oscuro-534-x-60ml,https://casandra-static.s3.amazonaws.com/products/151/10269.jpg,DUVY CLASS
152,Duvy class vision color tinte negro azul #1.1 60ml,duvy class vision color tinte negro azul #1.1 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-152-duvy-class-vision-color-tinte-negro-azul-11-60ml,https://casandra-static.s3.amazonaws.com/products/152/10270.jpg,DUVY CLASS
153,Duvy class vision color tinte rubio medio café moka #7.4 x 60ml,duvy class vision color tinte rubio medio café moka #7.4 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-153-duvy-class-vision-color-tinte-rubio-medio-cafe-moka-74-x-60ml,https://casandra-static.s3.amazonaws.com/products/153/10271.jpg,DUVY CLASS
155,Duvy class vision color tinte magenta claro #8.7 x 60ml,duvy class vision color tinte magenta claro #8.7 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-155-duvy-class-vision-color-tinte-magenta-claro-87-x-60ml,https://casandra-static.s3.amazonaws.com/products/155/10274.jpg,DUVY CLASS
156,Duvy class vision color tinte rubio medio violeta  nº 7.7x 60ml,duvy class vision color tinte rubio medio violeta  nº 7.7x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-156-duvy-class-vision-color-tinte-rubio-medio-violeta-no-77x-60ml,https://casandra-static.s3.amazonaws.com/products/156/10275.jpg,DUVY CLASS
157,Duvy class vision color tinte perla irisado extraclaro  #10.17 60ml,duvy class vision color tinte perla irisado extraclaro  #10.17 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-157-duvy-class-vision-color-tinte-perla-irisado-extraclaro-1017-60ml,https://casandra-static.s3.amazonaws.com/products/157/10276.jpg,DUVY CLASS
158,Duvy class vision color tinte malva violeta  #5.7 x 60ml,duvy class vision color tinte malva violeta  #5.7 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-158-duvy-class-vision-color-tinte-malva-violeta-57-x-60ml,https://casandra-static.s3.amazonaws.com/products/158/10278.jpg,DUVY CLASS
161,Duvy class vision color tinte rojo cobre  #8.17 60ml,duvy class vision color tinte rojo cobre  #8.17 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-161-duvy-class-vision-color-tinte-rojo-cobre-817-60ml,https://casandra-static.s3.amazonaws.com/products/161/10281.jpg,DUVY CLASS
162,Duvy class vision color tinte rojo primavera n7.67 x60ml,duvy class vision color tinte rojo primavera n7.67 x60ml,in stock,new,14100,https://almacensandra.com.co/product/p-162-duvy-class-vision-color-tinte-rojo-primavera-n767-x60ml,https://casandra-static.s3.amazonaws.com/products/162/10282.jpg,DUVY CLASS
163,Duvy class  vision color tinte rojo fuego  #7.6 x 60ml,duvy class  vision color tinte rojo fuego  #7.6 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-163-duvy-class-vision-color-tinte-rojo-fuego-76-x-60ml,https://casandra-static.s3.amazonaws.com/products/163/10283.jpg,DUVY CLASS
164,Duvy class vision color tinte rojo oscuro n.6.64 x 60gr,duvy class vision color tinte rojo oscuro n.6.64 x 60gr,in stock,new,14100,https://almacensandra.com.co/product/p-164-duvy-class-vision-color-tinte-rojo-oscuro-n664-x-60gr,https://casandra-static.s3.amazonaws.com/products/164/10284.jpg,DUVY CLASS
165,Duvy class vision color tinte rojo malva  #6.67 x 60ml,duvy class vision color tinte rojo malva  #6.67 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-165-duvy-class-vision-color-tinte-rojo-malva-667-x-60ml,https://casandra-static.s3.amazonaws.com/products/165/10285.jpg,DUVY CLASS
166,Duvy class vision color tinte rojo intenso  #6.6x 60ml,duvy class vision color tinte rojo intenso  #6.6x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-166-duvy-class-vision-color-tinte-rojo-intenso-66x-60ml,https://casandra-static.s3.amazonaws.com/products/166/10286.jpg,DUVY CLASS
167,Duvy class vision color tinte aclarante n.0.00 x 60ml,duvy class vision color tinte aclarante n.0.00 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-167-duvy-class-vision-color-tinte-aclarante-n000-x-60ml,https://casandra-static.s3.amazonaws.com/products/167/10287.jpg,DUVY CLASS
168,Duvy class vision color tinte rubio especial mate   #12.2x 60ml,duvy class vision color tinte rubio especial mate   #12.2x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-168-duvy-class-vision-color-tinte-rubio-especial-mate-122x-60ml,https://casandra-static.s3.amazonaws.com/products/168/10288.jpg,DUVY CLASS
169,Duvy class vision color tinte rubio especial ceniza n.12.1 x 60ml,duvy class vision color tinte rubio especial ceniza n.12.1 x 60ml,in stock,new,14100,https://almacensandra.com.co/product/p-169-duvy-class-vision-color-tinte-rubio-especial-ceniza-n121-x-60ml,https://casandra-static.s3.amazonaws.com/products/169/10289.jpg,DUVY CLASS
170,Duvy class vision color tinte violeta  n.r77 x 60gr,duvy class vision color tinte violeta  n.r77 x 60gr,in stock,new,15100,https://almacensandra.com.co/product/p-170-duvy-class-vision-color-tinte-violeta-nr77-x-60gr,https://casandra-static.s3.amazonaws.com/products/170/10290.jpg,DUVY CLASS
171,Duvy class vision color tinte rainbow green n.r22 x 60gr,duvy class vision color tinte rainbow green n.r22 x 60gr,in stock,new,15100,https://almacensandra.com.co/product/p-171-duvy-class-vision-color-tinte-rainbow-green-nr22-x-60gr,https://casandra-static.s3.amazonaws.com/products/171/10291.jpg,DUVY CLASS
172,Duvy class matizante  azul   #0.11 x 10gr,duvy class matizante  azul   #0.11 x 10gr,in stock,new,1600,https://almacensandra.com.co/product/p-172-duvy-class-matizante-azul-011-x-10gr,https://casandra-static.s3.amazonaws.com/products/172/10293.jpg,DUVY CLASS
173,Duvy class matizante  plata   #0.17 x 10gr,duvy class matizante  plata   #0.17 x 10gr,in stock,new,1600,https://almacensandra.com.co/product/p-173-duvy-class-matizante-plata-017-x-10gr,https://casandra-static.s3.amazonaws.com/products/173/10296.jpg,DUVY CLASS
177,Green forest tinte rubio claro natural #8.0 x 60gr,green forest tinte rubio claro natural #8.0 x 60gr,in stock,new,18800,https://almacensandra.com.co/product/p-177-green-forest-tinte-rubio-claro-natural-80-x-60gr,https://casandra-static.s3.amazonaws.com/products/177/10404.jpg,GREEN FOREST
178,Techni tone tinte rubio mediano natural n.7.0 x 60gr,techni tone tinte rubio mediano natural n.7.0 x 60gr,in stock,new,16400,https://almacensandra.com.co/product/p-178-techni-tone-tinte-rubio-mediano-natural-n70-x-60gr,https://casandra-static.s3.amazonaws.com/products/178/10405.jpg,TECHNI TONE
179,Techni tone tinte rubio oscuro natural n.6.0 x 60gr,techni tone tinte rubio oscuro natural n.6.0 x 60gr,in stock,new,16400,https://almacensandra.com.co/product/p-179-techni-tone-tinte-rubio-oscuro-natural-n60-x-60gr,https://casandra-static.s3.amazonaws.com/products/179/10406.jpg,TECHNI TONE
180,Techni tone tinte castaño claro natural  #5.0 x 60gr,techni tone tinte castaño claro natural  #5.0 x 60gr,in stock,new,16400,https://almacensandra.com.co/product/p-180-techni-tone-tinte-castano-claro-natural-50-x-60gr,https://casandra-static.s3.amazonaws.com/products/180/10407.jpg,TECHNI TONE
181,Techni tone tinte castaño mediano natural n.4.0 x 60gr,techni tone tinte castaño mediano natural n.4.0 x 60gr,in stock,new,16400,https://almacensandra.com.co/product/p-181-techni-tone-tinte-castano-mediano-natural-n40-x-60gr,https://casandra-static.s3.amazonaws.com/products/181/10408.jpg,TECHNI TONE
182,Techni tone tinte negro natural n. 1.0 x 60gr,techni tone tinte negro natural n. 1.0 x 60gr,in stock,new,16400,https://almacensandra.com.co/product/p-182-techni-tone-tinte-negro-natural-n-10-x-60gr,https://casandra-static.s3.amazonaws.com/products/182/10410.jpg,TECHNI TONE
183,Techni tone tinte castaño oscuro violeta intenso n. 4.22 x 60gr,techni tone tinte castaño oscuro violeta intenso n. 4.22 x 60gr,in stock,new,16400,https://almacensandra.com.co/product/p-183-techni-tone-tinte-castano-oscuro-violeta-intenso-n-422-x-60gr,https://casandra-static.s3.amazonaws.com/products/183/10412.jpg,TECHNI TONE
185,Techni tone tinte rubio oscuro cobrizo irisado #6.42 x 60gr,techni tone tinte rubio oscuro cobrizo irisado #6.42 x 60gr,in stock,new,16400,https://almacensandra.com.co/product/p-185-techni-tone-tinte-rubio-oscuro-cobrizo-irisado-642-x-60gr,https://casandra-static.s3.amazonaws.com/products/185/10416.jpg,TECHNI TONE
186,Techni tone tinte rubio mediano cobrizo #7.4 x 60gr,techni tone tinte rubio mediano cobrizo #7.4 x 60gr,in stock,new,16400,https://almacensandra.com.co/product/p-186-techni-tone-tinte-rubio-mediano-cobrizo-74-x-60gr,https://casandra-static.s3.amazonaws.com/products/186/10417.jpg,TECHNI TONE
187,Techni tone tinte castaño claro caoba #5.5x 60gr,techni tone tinte castaño claro caoba #5.5x 60gr,in stock,new,16400,https://almacensandra.com.co/product/p-187-techni-tone-tinte-castano-claro-caoba-55x-60gr,https://casandra-static.s3.amazonaws.com/products/187/10419.jpg,TECHNI TONE
188,Techni tone tinte rubio claro dorado cenizo  #8.31 x 60gr,techni tone tinte rubio claro dorado cenizo  #8.31 x 60gr,in stock,new,16400,https://almacensandra.com.co/product/p-188-techni-tone-tinte-rubio-claro-dorado-cenizo-831-x-60gr,https://casandra-static.s3.amazonaws.com/products/188/10423.jpg,TECHNI TONE
189,Techni tone intensificador verde  x 60gr,techni tone intensificador verde  x 60gr,in stock,new,16400,https://almacensandra.com.co/product/p-189-techni-tone-intensificador-verde-x-60gr,https://casandra-static.s3.amazonaws.com/products/189/10425.jpg,TECHNI TONE
190,Techni tone tinte super aclarante natural #12.0  x 60gr,techni tone tinte super aclarante natural #12.0  x 60gr,in stock,new,16400,https://almacensandra.com.co/product/p-190-techni-tone-tinte-super-aclarante-natural-120-x-60gr,https://casandra-static.s3.amazonaws.com/products/190/10427.jpg,TECHNI TONE
